xc_id,scientific_name,common_name_id,common_name_en,country,location,quality,sound_type,recordist,date,duration,xc_url,license_type,license_url,file_available,selection_status,selection_reason
XC384833,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Heslerton), North Yorkshire, England",C,call,david m,2017-04-05,2:12,https://xeno-canto.org/384833,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC384832,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Heslerton), North Yorkshire, England",C,call,david m,2017-04-05,1:09,https://xeno-canto.org/384832,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC384831,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Heslerton), North Yorkshire, England",C,call,david m,2017-04-05,3:18,https://xeno-canto.org/384831,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC384829,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Heslerton), North Yorkshire, England",C,call,david m,2017-04-05,3:44,https://xeno-canto.org/384829,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC384828,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Heslerton), North Yorkshire, England",C,call,david m,2017-04-05,1:06,https://xeno-canto.org/384828,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC383872,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",C,call,david m,2017-04-03,0:29,https://xeno-canto.org/383872,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC383293,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,France,"Saint-Laurent-d'Aigouze, Gard, Occitanie",C,flight call,Stanislas Wroza,2017-08-05,0:01,https://xeno-canto.org/383293,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC382153,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-07-14,2:12,https://xeno-canto.org/382153,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC381461,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-07-12,1:41,https://xeno-canto.org/381461,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC381378,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-07-10,2:04,https://xeno-canto.org/381378,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC381296,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-07-09,1:04,https://xeno-canto.org/381296,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC381270,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-07-08,1:05,https://xeno-canto.org/381270,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC381268,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,song,david m,2017-07-08,6:14,https://xeno-canto.org/381268,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC381234,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-07-08,4:37,https://xeno-canto.org/381234,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC381233,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-07-08,1:26,https://xeno-canto.org/381233,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC381231,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-07-08,1:02,https://xeno-canto.org/381231,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC381004,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-07-07,5:24,https://xeno-canto.org/381004,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC380828,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-07-06,2:54,https://xeno-canto.org/380828,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC380827,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-07-06,8:02,https://xeno-canto.org/380827,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC380774,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-07-05,1:37,https://xeno-canto.org/380774,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC379103,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Estonia,"Järveküla, Tarvastu Parish, Viljandi County",C,call,Uku Paal,2017-07-09,0:23,https://xeno-canto.org/379103,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC377604,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-14,0:24,https://xeno-canto.org/377604,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC377603,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-14,0:19,https://xeno-canto.org/377603,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC377284,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-06-26,1:04,https://xeno-canto.org/377284,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC377281,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-06-26,1:53,https://xeno-canto.org/377281,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC374512,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-12,1:14,https://xeno-canto.org/374512,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC374027,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-05-23,0:39,https://xeno-canto.org/374027,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC374005,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-11,1:22,https://xeno-canto.org/374005,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC373432,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Netherlands,"Westbroek, De Bilt, Utrecht",C,call,Frank A. Roos,2017-06-02,0:11,https://xeno-canto.org/373432,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC373142,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Switzerland,"Locarno, Locarno, Ticino",C,song,Roby,2017-05-31,0:07,https://xeno-canto.org/373142,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC369795,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Germany," Augsburg,Siebenbrunn,wagu.wis",C,"call, song",johannes buhl,2017-04-23,2:28,https://xeno-canto.org/369795,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC369794,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Germany," Augsburg,Siebenbrunn,wagu.wis",C,"alarm call, call, song",johannes buhl,2017-04-23,7:13,https://xeno-canto.org/369794,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC369792,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Germany," Augsburg,Siebenbrunn,wagu.wis",C,"call, song",johannes buhl,2017-04-23,3:18,https://xeno-canto.org/369792,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC369779,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Germany," Augsburg,Siebenbrunn,wagu.wis",C,call,johannes buhl,2017-04-23,0:57,https://xeno-canto.org/369779,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC369778,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Germany," Augsburg,Siebenbrunn,wagu.wis",C,"call, song",johannes buhl,2017-04-23,2:44,https://xeno-canto.org/369778,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC369777,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Germany," Augsburg,Siebenbrunn,wagu.wis",C,song,johannes buhl,2017-04-23,1:13,https://xeno-canto.org/369777,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC369666,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Germany," Augsburg,Siebenbrunn,wagu.wis",C,"call, song",johannes buhl,2017-04-22,1:07,https://xeno-canto.org/369666,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC369660,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Germany," Augsburg,Siebenbrunn,wagu.wis",C,"call, song",johannes buhl,2017-04-22,6:44,https://xeno-canto.org/369660,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC369656,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Germany," Augsburg,Siebenbrunn,wagu.wis",C,call,johannes buhl,2017-04-22,0:33,https://xeno-canto.org/369656,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC368876,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Germany," Augsburg,Siebenbrunn,wagu.wis",C,song,johannes buhl,2017-04-21,0:21,https://xeno-canto.org/368876,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC368875,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Germany," Augsburg,Siebenbrunn,wagu.wis",C,call,johannes buhl,2017-04-21,11:42,https://xeno-canto.org/368875,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC368781,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Germany,"Mammendorf, Oberbayern, Bayern",C,call,Antonio Xeira,2017-05-06,0:21,https://xeno-canto.org/368781,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC368745,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,India,Bhalukpong,C,call,Mandar Bhagat,2017-04-25,0:06,https://xeno-canto.org/368745,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC364729,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,"call, flight call",david m,2017-04-16,1:13,https://xeno-canto.org/364729,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC364437,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-03,0:18,https://xeno-canto.org/364437,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC364436,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-03,0:15,https://xeno-canto.org/364436,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC364435,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-03,0:03,https://xeno-canto.org/364435,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC364434,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-03,2:08,https://xeno-canto.org/364434,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC364432,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-03,0:40,https://xeno-canto.org/364432,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC364397,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Montenegro,Opština Pljevlja,C,song,Mihailo Jovićević,2017-04-14,0:32,https://xeno-canto.org/364397,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC363321,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,France,"Vauvert, Gard, Languedoc-Roussillon",C,call,Stanislas Wroza,2017-04-07,0:32,https://xeno-canto.org/363321,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC361334,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,"call, wing beats",david m,2017-03-25,4:49,https://xeno-canto.org/361334,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC361330,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,"call, wing beats",david m,2017-03-25,2:49,https://xeno-canto.org/361330,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC355569,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Germany,"Baden-Württemberg (near  Vaihingen an der Enz), Stuttgart, Baden-Württemberg",C,alarm call,Frank Holzapfel,2017-02-12,0:08,https://xeno-canto.org/355569,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC354635,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Heslerton), North Yorkshire, England",C,"call, flight call",david m,2017-01-18,0:16,https://xeno-canto.org/354635,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC353781,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-01-02,2:38,https://xeno-canto.org/353781,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC350148,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2016-10-22,0:42,https://xeno-canto.org/350148,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC349972,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2016-09-23,0:40,https://xeno-canto.org/349972,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC349641,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2016-11-27,7:05,https://xeno-canto.org/349641,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC349638,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2016-11-27,0:57,https://xeno-canto.org/349638,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC349636,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2016-11-27,0:43,https://xeno-canto.org/349636,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC349364,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2016-11-23,0:23,https://xeno-canto.org/349364,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC347807,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Philippines,"CPAC, Murcia, Negros Occidental, Western Visayas",C,"call, song",Derek Paulo,2016-12-22,0:25,https://xeno-canto.org/347807,https://creativecommons.org/licenses/by-sa/4.0/,https://creativecommons.org/licenses/by-sa/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC345905,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2016-12-11,4:35,https://xeno-canto.org/345905,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC345900,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2016-12-11,1:54,https://xeno-canto.org/345900,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC345897,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2016-12-11,2:02,https://xeno-canto.org/345897,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
